patient	LMPP	MEP	HSC	ProgDC	Mono	GMP	cDC2	pDC
15-00990	0.171727383967885	0.0345659850474921	0	0.0443307576897632	0.193152383487067	0.028856554868083	0.52736693493971	0
16-00001	0.365315861541519	0.0644714253826654	0.298704057615167	0.084706449687027	0.130522262386273	0.0508463480064008	0	0.00543359538094794
16-00003	0.342679472293604	0.131727557033757	0.0500822738790072	0.00478892836850553	0.147972789084859	0.309974069304628	0	0.0127749100356394
16-00004	0.166947352360183	0.358108392761245	0.278543467242513	0	0.0461589293724942	0.0919144668957414	0.0389174733501558	0.0194099180176688
16-00007	0.310228884103377	0.198696693362645	0.284578720581386	0.0106078899758404	0.0698638957183484	0	0.101195136912713	0.0248287793456905
16-00010	0.176794329239233	0.0287735434684	0.0640076621483737	0.360162025607912	0.0798117379573809	0.278601233972612	0	0.0118494676060885
16-00027	0.546092784758167	0.131104195527152	0.206390581575478	0.0471504867232326	0.0208354680818187	0.0309377918559301	0	0.017488691478222
16-00031	0.414305051545953	0.11714988669091	0.368682942677647	0.0161522435180573	0.0411061004097322	0.0242486632436578	0	0.0183551119140431
16-00048	0.106302533698916	0.0832760983769559	0.203101273113635	0.0623053501856239	0.41921062236925	0.125804122255619	0	0
16-00056	0.721473167180622	0.100249089284566	0	0.0351204237070232	0.0144715009111923	0.118015932844432	0	0.0106698860721645
16-00067	0.0604009608524542	0.141224103243043	0.0836155676020314	0.0481941721465435	0.620710338316278	0.0352680607900927	0	0.0105867970495574
16-00073	0.238404134580402	0.0658158775010446	0.144387317297305	0.0186311004032363	0.0330706561442858	0.389441201698128	0.0913341317830673	0.0189155805925308
16-00075	0.0763996810608476	0.57042374822539	0.095453278875228	0.00642216400388772	0.0997403810810606	0.151560746753586	0	0
16-00077	0.160026273458643	0.0646055261989337	0.353324433091028	0.0401961540206987	0.262660375970908	0.119187237259789	0	0
16-00078	0.166523066783965	0.0875515198490487	0.0302940035546362	0.0933917439141747	0.52576998582679	0.0749144450914463	0.0165831580058864	0.00497207697405282
16-00088	0.484395512280296	0.0769833574348928	0.195890405454161	0.0924797727231813	0.0223850581448827	0.108937765497096	0	0.0189281284654904
16-00094	0.402977218761627	0.0696781448185709	0.198701474765664	0.0617783296933983	0.0647017834916153	0.117506447693071	0.0760603404975729	0.00859626027848042
16-00102	0.686336863686024	0.0346788554915737	0.102392421022277	0.0623296687477891	0.0289719482658047	0.0560825438393879	0	0.0292076989471429
16-00109	0.572010006659255	0.100740431812135	0.156205918595994	0.0258060520045933	0.0484005707957043	0.0902351011174522	0	0.00660191901486567
16-00113	0.0167208177728057	0.193915058728048	0.0964949535202077	0.0609156122499572	0.367087627599768	0.264865930129214	0	0
16-00115	0.111659155881619	0.0296452129900314	0.130617201183735	0.0145123838935659	0.526136571037355	0.187429475013693	0	0
16-00118	0.333435687535086	0.0438863132275386	0.0423859517377593	0.138588116294683	0.0404021705750648	0.250924178789699	0.136673098060965	0.0137044837792057
16-00139	0.170086023132468	0.102441334723953	0.0267142954812285	0.033128553471001	0.585562446953328	0.0290196749112931	0	0.0530476713267281
16-00145	0.0695651007473436	0.355117881267412	0.202188996479233	0	0.116166309777612	0.256961711728399	0	0
16-00157	0.465591136715376	0.0757050249544158	0	0.111235144742266	0.043282776132948	0.28606196152687	0	0.0181239559281238
16-00217	0.0984420990171105	0.225188867645121	0.163791926269451	0	0.220779429356974	0.256463469507489	0.035036141892418	0.000298066311436379
16-00220	0.587172556424252	0.0763068238868864	0	0.0185740608550769	0.0535516639160025	0.25531910047471	0	0.00907579444307249
16-00226	0.10751938141256	0.0678840734995461	0.335018987417308	0.0297238418282972	0.360140236211893	0.0461352636922172	0.0532264939945369	0.000351721943642043
16-00249	0.183533372455277	0.15284576981161	0.152773068047025	0.00584015652067665	0.26785859578068	0.166803563832306	0.058829120863825	0.0115163526886007
16-00269	0.605631681545596	0.088434368288122	0	0.0132227965657712	0.0136401620232091	0.158546840979213	0.101023409399361	0.0195007411987275
16-00271	0.469486052549103	0.193553388355605	0.129086792613095	0.0120914162083404	0.1146644330429	0.0582237324412489	0	0.0228941847897077
16-00273	0.320256501081663	0.145673956015643	0.336424358289149	0.0133808204220241	0.156851944565634	0.009506435762304	0	0.0179059838635836
16-00278	0.463923619093429	0.217439668668144	0.113537570738187	0.0254522506394859	0.0434259325840378	0.113685730236371	0	0.0225352280403446
16-00289	0.677661211381993	0.0836753988594237	0	0.0522821822977832	0.0544812175734523	0.107436457555766	0	0.0244635323315813
16-00292	0.627291207245993	0.0679249812823267	0	0.111901974332783	0.0323626132851859	0.134259517551776	0	0.0262597063019365
16-00303	0.209172843418598	0.0450236612160617	0	0	0.306597751664874	0.076584955770423	0.362620787930043	0
16-00315	0.310791848950768	0.0155370970718117	0.608929744122167	0.00859330169494722	0.0430419983134958	0	0.00731099359955521	0.00579501624725529
16-00332	0.0369276081048943	0.0783674979795272	0.098756617496953	0.0858824155251581	0.4560376826327	0.244028178260767	0	0
16-00339	0.132886005267273	0.0934869397974242	0.169900626746077	0.0926706741945094	0.314948107894967	0.19610764609975	0	0
16-00344	0.402043523303926	0.2064127835013	0.0083444427699076	0	0.133921098560847	0.237573049489461	0	0.0117051023745592
16-00351	0.296334188659361	0.281752947652818	0.138407287883502	0.0206248565231589	0.0986612409666105	0.110097499929188	0.0526342962060672	0.00148768217929342
16-00354	0.326870985206049	0.0612088866405634	0.201859427151865	0.0877377578435976	0.0946010406268379	0.142309667577447	0.0812763313746836	0.00413590357895719
16-00356	0.0426912815239622	0.050512374456127	0.0380688740137937	0.10404847667069	0.708223769721551	0.0465497272734289	0	0.00990549634044717
16-00358	0.0873591579789521	0.529058185302863	0.0313972372574532	0	0.0560561116749659	0.293992790098403	0	0.00213651768736305
16-00392	0	0.872352291183234	0.0424299077728457	0.0368436366672749	0.0396195423840978	0.00535611897699717	0	0.00339850301555031
16-00459	0.468372611332428	0.0660898145012384	0.357161442259537	0.0506794854586623	0.0260921422680404	0.0196113418517637	0	0.0119931623283301
16-00465	0.273110662207245	0.149613161110387	0.00422787051372975	0	0.103406527594794	0.00993872634960862	0.459703052224236	0
16-00474	0.301055894700628	0.0604962449542704	0.17717599412538	0.0028420566232588	0.0718833270703683	0.262086470190407	0.118940375319532	0.00551963701615521
16-00479	0.0354344351945877	0.0458452594428511	0.163119420603686	0.0585913122168897	0.51433993236518	0.182669640176805	0	0
16-00481	0.184017848940493	0.0821473304032656	0.376955611510759	0.00617800915398452	0.235908998148357	0.0145363554082097	0.0909898941857052	0.00926595224922584
16-00483	0.166046005350852	0.0314682966489326	0.279968747808704	0.0908129972927538	0.261274768720963	0.15200672282482	0	0.0184224613529739
16-00494	0.154375388997694	0.0461531471444283	0	0.10628988430887	0.29691391686308	0.0844232661740827	0.311844396511845	0
16-00504	0.0227128903714041	0.268966997937131	0.0906115371252366	0.0727630480660346	0.272009429416099	0.270317744520751	0	0.00261835256334349
16-00510	0.119256451304771	0.372794173515541	0.341492666973877	0.0516613070277477	0.0752869577952457	0.0360108099136975	0	0.00349763346912042
16-00519	0.635720570268745	0.0884262610790247	0.163244546352112	0.028074022664166	0.000175935501352308	0.0136416443960005	0.065932185004587	0.00478483473401322
16-00525	0.111741153672346	0.171552229409178	0.408374134581936	0.0319417569346507	0.116342113046713	0.144039420867586	0	0.0160091914875897
16-00538	0	0.117597751413704	0.0712222580338167	0.0761567206538569	0.62605433420307	0.0968662438304688	0	0.0121026918650836
16-00540	0.384590012986233	0.160419480438849	0.21623540732043	0.0489990965398195	0.0483968654060754	0.132009573094205	0	0.00934956421438813
16-00541	0	0.148815822302343	0.058762965266623	0.0622608206313645	0.703343160195563	0.0125939325577977	0	0.0142232990463089
16-00547	0.0245724617035367	0.222907361680738	0.0763942245867422	0.0257040178785194	0.588277876551623	0	0.0544795739822482	0.00766448361659301
16-00548	0.0889996857334581	0.00774200805653165	0.145647491820036	0.0305021999836388	0.663276258383618	0	0.0402920425395525	0.0235403134831647
16-00564	0.0480081922490447	0.0534959619804209	0.0679112681578665	0.0114322501606138	0.383842932015187	0.435309395436867	0	0
16-00627	0	0.0463159162729088	0.0842059595150214	0.0637138971645098	0.723778945346938	0.0819852817006219	0	0
16-00699	0.346575274349992	0.0161940917572289	0.112614020659336	0.140192514795064	0.303430508825175	0.0677410378069482	0	0.0132525518062555
16-00701	0.0163961026510561	0.0420256766659462	0.0374029115764399	0	0.72514508951469	0.0285997410382254	0.116509081655205	0.0339213968984371
16-00702	0.0334323522792901	0.25939429288251	0.0733481433048941	0.0666532781919382	0.423214919889176	0.142798240307495	0	0.00115877314469624
16-00705	0.025642195061421	0.44398202806303	0.373665790711817	0.0262861265520171	0.0840636539777592	0.0315093366541163	0	0.014850868979839
16-00708	0.136676638517995	0.0590241467578984	0.454344556178151	0.016041692301359	0.175107106991981	0.154607064318927	0	0.00419879493368911
16-00710	0	0.155500780445584	0.0890884575283371	0.0623249253279291	0.492782101871451	0.197825712772789	0	0.00247802205391031
16-00724	0.0291996384945445	0.0848883732729583	0.206133322030102	0.0817491443042266	0.38456526298938	0.210791108845894	0	0.00267315006289414
16-00731	0.0267672463578934	0.0775917398444341	0.375960821268144	0.072015455998388	0.360567955326328	0.0870967812048123	0	0
16-00733	0.0638592363739217	0.0276459835105541	0.136382753973153	0.0189834804592437	0.683919938230006	0	0.055597344180008	0.0136112632731138
16-00766	0.150522183979613	0.110765294263519	0.287635462678303	0.140168106809968	0.197749562909113	0.109258489132075	0	0.00390090022740882
16-00770	0.210973186129167	0.0958640808054474	0.029485025857212	0.0521757082304118	0.186775240750898	0.398512672285614	0	0.0262140859412501
16-00771	0	0.14874175167799	0.0692372755307058	0.0610847113003631	0.607781129076861	0.105467536192797	0	0.00768759622128338
16-00810	0.171526785623397	0.0818915648660055	0	0.114069434773032	0.1363815979161	0.146871307402919	0.348782519184989	0.000476790233556415
16-00815	0.0453155083508846	0.0362039748695442	0.0258510140531281	0.0504802417605199	0.718154072512959	0.0634039290631809	0.0590509662251559	0.00154029316462794
16-00818	0.198677338723854	0.17310700893419	0.481300271043181	0	0.0930546659934321	0.00754450076506865	0.0463162145402739	0
16-00822	0	0.0788864352936636	0.0853177940425978	0.0595875787507454	0.596910011522376	0.170058370391433	0	0.00923980999918412
16-00831	0.159268163485127	0.0233171454890485	0.331577414597834	0.151325751273463	0.253429041612377	0.00793926907418755	0	0.0731432144679625
16-00836	0.272902130220685	0.0442113390521616	0	0	0.243128151193703	0.0602444633617053	0.379513916171745	0
16-00867	0.703942935441241	0.0778304626749009	0	0.0676538074117992	0.022106836861508	0.111762678690506	0	0.0167032789200448
16-00882	0.0956384903934839	0.0208642424214647	0.245193835421247	0.111240485993889	0.424204845735945	0.10285810003397	0	0
16-00951	0.379922782879911	0.124985068607534	0.117074919003222	0.264695191593329	0.0838323067554402	0.00142509605654813	0.00863658959584826	0.0194280455081664
16-01004	0.152006536543047	0.0506250211617064	0	0.0148812162549718	0	0.593188575382647	0.182195737311302	0.007102913346326
16-01005	0.0761510875624536	0.19179392431157	0.0873362822350561	0.0350221343961942	0.346869501326726	0.262827070168	0	0
16-01010	0.382752417192005	0.137397005352108	0.317380830128992	0.0242945917462946	0.116359867735549	0.0127542837427389	0	0.00906100410231247
16-01017	0.148855574728446	0.035897430768688	0.0915954990757213	0.051067063211544	0.430535386593529	0.0511640330044976	0.177755929464562	0.0131290831530124
16-01049	0.0574328430058309	0.3592709029684	0.0692953114467362	0	0.285899355921396	0.217231161823876	0.01087042483376	0
16-01061	0.458077624670558	0.154469336945756	0.247621613514746	0.0347176112201228	0.0212978158347186	0.0657564036805645	0	0.0180595941335344
16-01093	0.206774871325672	0.367052301014192	0.0910706944752147	0.00838505997397045	0.142671069321932	0.0955332047475074	0.0834986436500877	0.00501415549142444
16-01094	0.0758008002185632	0.279411092355994	0.10818315776428	0.0380186231687941	0.393625047346151	0.102932097136001	0	0.00202918201021714
16-01097	0.309989086811976	0.499381474813088	0.0687436018454616	0.0430778971418056	0.0269262095994187	0.0394032368590161	0.0110010595864503	0.00147743334278326
16-01100	0.191037526987724	0.0888620491012596	0	0	0.114173625237401	0.0917604747066952	0.507453792814241	0.0067125311526796
16-01102	0.0357285124705069	0.0980290674608328	0.142186344586594	0.100810043724485	0.322119947388092	0.301126084369489	0	0
16-01103	0.426641909169761	0.106624751055169	0.213683983995523	0	0.0242019720772146	0.213965433513559	0	0.0148819501887727
16-01109	0.424794904347395	0.0208553114313099	0.464054591870935	0.0341946316571004	0.0367365983760244	0.00208389153004373	0	0.017280070787191
16-01121	0.529229437067924	0.102845817823755	0.240617361075247	0.0468018170718295	0.0279269425996135	0.0402931653504144	0	0.0122854590112172
16-01127	0.397332688983578	0.0664281040882372	0	0	0.109817986575638	0.114754328811768	0.311666891540779	0
16-01138	0.227321617787118	0.0840515855132884	0.375218549876872	0.13237112379635	0.106365285685452	0.05638345682687	0	0.018288380514049
16-01151	0.561413570629591	0.0375004345856907	0	0.0573942065883692	0.0327504507563842	0.273641602337697	0	0.0372997351022688
16-01185	0.480298042099118	0.0760275360641929	0.173988493720852	0.048153020886662	0.0752037322861452	0.138034989815715	0.0014281657066125	0.00686601942070365
16-01191	0.0817312861350893	0.0460324609603993	0.0660407873261635	0.0240813012233621	0.770311627216279	0.0118025371387068	0	0
16-01192	0	0.334280527157716	0.0543825017298138	0.0169778408479951	0.585267831784436	0.00508398464108447	0	0.00400731383895534
16-01201	0.173925574815627	0.0821554687631139	0.520239718908902	0.0685190205237591	0.101343803432603	0.0501137256067086	0	0.00370268794928656
16-01216	0.120301410075713	0.181235919932821	0.168171596651074	0.0484113742953571	0.440616367199386	0.020263079138685	0	0.0210002527069637
16-01219	0.602421457303895	0.190916268415929	0.0980731236830018	0.0786421803318319	0.00668372420891951	0.00224029451818524	0.0137061402467331	0.0073168112915047
16-01223	0.183956918722331	0.0927828419003593	0.66637417385214	0.0294093461396006	0.0237691135951978	0.000201965736809126	0	0.00350564005356254
16-01225	0.723716177246668	0.0637904905327155	0.0757016273074727	0.0775492991450306	0.02418578872421	0.0277115950565239	0	0.00734502198737918
16-01227	0.515096685263333	0.124970366836155	0.20790167015721	0.0183565807788874	0.0230885212674223	0.0951703236022274	0	0.0154158520947646
16-01237	0.177334467504869	0.0392228334796257	0.469297927074795	0.0924520925418449	0.112298407899195	0.0815851802624001	0	0.0278090912372705
16-01254	0.170563949936441	0.112377053059502	0	0.0697698141494997	0.458207740498036	0.188376678098034	0	0.000704764258487725
16-01270	0.423713596582549	0.0430325628342461	0.424267602943599	0.0297750903295203	0.0358336424275612	0.0253334069652554	0.00343628414847901	0.0146078137687899
